Código de Ubigeo,DISTRITOS,SIN EDUCACIÓN FORMAL,EDUCACIÓN ESPECIAL INCOMPLETA,EDUCACIÓN ESPECIAL COMPLETA,EDUCACIÓN PRIMARIA INCOMPLETA,EDUCACIÓN PRIMARIA COMPLETA,EDUCACIÓN SECUNDARIA INCOMPLETA,EDUCACIÓN SECUNDARIA COMPLETA,EDUCACIÓN TÉCNICA INCOMPLETA,EDUCACIÓN TÉCNICA COMPLETA,"EDUCACIÓN SUPERIOR (INSTITUTO SUPERIOR, ETC) INCOMPLETA","EDUCACIÓN SUPERIOR (INSTITUTO SUPERIOR, ETC) COMPLETA",EDUCACIÓN UNIVERSITARIA INCOMPLETA,EDUCACIÓN UNIVERSITARIA COMPLETA,GRADO DE BACHILLER,TITULADO,ESTUDIOS DE MAESTRÍA INCOMPLETA,ESTUDIOS DE MAESTRÍA COMPLETA,GRADO DE MAESTRÍA,ESTUDIOS DE DOCTORADO INCOMPLETO,ESTUDIOS DE DOCTORADO COMPLETO,GRADO DE DOCTOR,NO DETERMINADO
200306,SAN MIGUEL DE EL FAIQUE, - , - , - , - , - , - , 1 934 , 1 093 , 2 064 , - , - , - , - , - , - , - , - , - , - , - , - , - 
200307,SONDOR, - , - , - , - , - , - , 2 743 , 1 000 , 2 462 , - , - , 1 500 , - , - , - , - , - , - , - , - , - , - 
200308,SONDORILLO, 2 041 , - , - , 1 364 , 3 040 , 4 945 , 5 082 , 2 842 , 3 598 , 2 000 , - , - , - , 2 533 , - , - , - , - , - , - , - , - 
200401,CHULUCANAS, 4 673 , 2 213 , 2 994 , 3 097 , 3 263 , 3 544 , 3 418 , 3 745 , 4 133 , 5 964 , 10 303 , 5 948 , 7 931 , 8 034 , 11 488 , - , 1 889 , 5 438 , - , - , 1 127 , 3 146 
200402,BUENOS AIRES, 784 , - , - , 1 203 , 3 090 , 3 141 , 3 179 , 2 144 , 4 022 , 2 930 , 3 193 , 930 , 3 315 , - , 4 393 , - , - , - , - , - , - , 930 
200403,CHALACO, - , - , - , - , - , - , 1 860 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
200404,LA MATANZA, 3 019 , - , 1 248 , 3 242 , 3 226 , 2 201 , 4 204 , 2 186 , 6 798 , 7 524 , 4 927 , 2 145 , 9 760 , 11 069 , 22 949 , - , 9 409 , - , - , - , - , 4 334 
200405,MORROPON, - , - , 1 246 , 930 , 1 953 , 930 , 3 179 , 2 826 , 3 502 , 1 652 , 3 214 , 3 859 , 6 264 , 5 122 , 5 279 , - , - , - , - , - , - , 1 860 
200406,SALITRAL, 930 , - , - , - , 1 641 , - , 2 993 , - , 990 , - , - , 1 023 , - , 2 000 , 1 200 , - , - , - , - , - , - , - 
200407,SAN JUAN DE BIGOTE, - , - , - , - , 1 283 , - , 1 053 , - , 5 494 , - , - , 2 040 , - , - , 7 701 , - , - , - , - , - , - , 930 
200409,SANTO DOMINGO, - , - , - , - , - , - , - , - , 965 , - , - , - , - , - , - , - , - , - , - , - , - , - 
200410,YAMANGO, 1 450 , - , - , - , - , 2 166 , 4 064 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
200501,PAITA, 5 666 , 4 257 , 5 163 , 4 977 , 4 960 , 4 994 , 5 027 , 4 710 , 6 659 , 6 495 , 7 358 , 8 938 , 13 447 , 7 817 , 13 230 , 8 628 , 26 576 , 25 073 , - , 3 208 , - , 4 413 
200502,AMOTAPE, - , - , - , 930 , 1 682 , 1 010 , 1 874 , 930 , 1 200 , - , 1 023 , - , - , - , 500 , - , - , - , - , - , - , 930 
200503,ARENAL, - , - , - , - , 1 007 , 1 084 , 5 738 , 1 881 , 3 579 , - , - , 1 606 , 2 825 , 2 693 , 6 769 , - , - , - , - , - , - , - 
200504,COLAN, 1 665 , 1 614 , - , 1 405 , 4 449 , 3 216 , 4 306 , 3 796 , 6 175 , 1 958 , 6 508 , 3 578 , 10 355 , 5 778 , 11 026 , - , - , 11 626 , - , - , - , 919 
200505,LA HUACA, 2 090 , 1 109 , 2 041 , 3 246 , 3 311 , 3 291 , 3 567 , 3 269 , 4 946 , 2 835 , 4 915 , 3 126 , 8 081 , 6 979 , 12 503 , - , - , 15 174 , - , - , - , 1 159 
200506,TAMARINDO, - , - , - , 1 141 , 1 684 , 2 036 , 2 903 , 3 396 , 3 964 , 3 302 , 8 837 , 4 073 , 13 404 , - , 1 023 , - , - , - , - , - , - , 930 
200507,VICHAYAL, - , - , - , 930 , 2 206 , 2 086 , 5 714 , 2 543 , 6 632 , - , 7 426 , 1 593 , 12 873 , 3 454 , 9 022 , - , - , - , - , - , - , - 
200601,SULLANA, 3 519 , 3 160 , 3 030 , 3 088 , 3 321 , 3 563 , 4 037 , 4 687 , 4 955 , 5 666 , 5 964 , 4 824 , 8 384 , 8 015 , 9 774 , 10 024 , 14 599 , 17 506 , - , 6 116 , 7 286 , 3 650 
200602,BELLAVISTA, 1 860 , - , - , 1 750 , 2 268 , 1 966 , 3 340 , 2 996 , 3 682 , 2 151 , 4 400 , 4 420 , 4 959 , 3 744 , 2 965 , - , - , 3 029 , - , - , - , 1 857 
200603,IGNACIO ESCUDERO, 2 475 , - , 2 068 , 3 122 , 3 202 , 4 236 , 3 675 , 3 662 , 5 332 , 4 567 , 6 787 , 7 243 , 9 291 , 10 061 , 16 637 , - , 44 936 , - , - , - , - , 2 464 
200604,LANCONES, - , - , 1 011 , 888 , 6 501 , 1 126 , 3 693 , 4 410 , 3 900 , 2 354 , 8 238 , 1 738 , 17 350 , - , 7 121 , - , - , - , - , - , - , - 
200605,MARCAVELICA, 3 590 , - , 749 , 2 055 , 3 420 , 3 063 , 3 218 , 3 049 , 4 559 , 4 034 , 4 337 , 4 543 , 7 298 , 7 841 , 7 044 , - , 1 853 , 7 185 , - , - , - , 2 043 
200606,MIGUEL CHECA, 3 236 , - , - , 1 704 , 2 958 , 3 363 , 3 226 , 2 503 , 3 467 , 2 267 , 3 040 , 4 181 , 6 191 , 1 633 , 3 101 , - , - , - , - , - , - , 984 
200607,QUERECOTILLO, 2 153 , - , 804 , 4 148 , 3 027 , 3 007 , 2 981 , 3 154 , 4 996 , 1 225 , 3 296 , 4 006 , 5 153 , 5 815 , 8 317 , - , - , 2 610 , - , - , - , - 
200608,SALITRAL, - , - , - , - , - , 2 164 , 3 280 , 1 492 , 6 087 , 3 729 , 3 746 , 2 642 , 5 575 , - , 2 537 , - , - , - , - , - , - , - 
200701,PARIÑAS, 6 377 , 1 559 , 4 894 , 6 064 , 4 345 , 5 639 , 5 740 , 5 395 , 6 447 , 5 202 , 9 385 , 6 933 , 19 061 , 13 488 , 26 097 , 4 348 , 9 203 , 16 711 , - , 4 812 , 1 500 , 4 417 
200702,EL ALTO, 5 203 , 2 777 , 2 897 , 2 006 , 3 589 , 4 678 , 6 765 , 4 999 , 8 711 , 11 269 , 16 992 , 13 216 , 23 306 , 13 675 , 31 637 , 12 877 , 7 778 , 27 117 , - , - , - , 2 723 
200703,LA BREA, 1 593 , - , 924 , 1 840 , 3 269 , 3 588 , 4 665 , 5 644 , 6 577 , 4 135 , 7 838 , 8 965 , 11 310 , 11 894 , 33 772 , 5 968 , 11 943 , 46 739 , - , - , - , 930 
200704,LOBITOS, - , - , - , - , - , 930 , 4 648 , 7 789 , - , 5 680 , 4 860 , 1 557 , - , - , - , - , - , - , - , - , - , - 
200705,LOS ORGANOS, 1 861 , - , 2 700 , 1 066 , 2 717 , 3 167 , 4 659 , 5 503 , 5 724 , 3 693 , 6 325 , 4 314 , 5 848 , 5 209 , 11 504 , - , - , - , - , - , - , 2 424 
200706,MANCORA, 1 978 , - , 8 647 , 3 100 , 3 426 , 3 633 , 3 740 , 3 142 , 4 314 , 4 231 , 4 436 , 5 614 , 7 986 , 6 623 , 7 437 , - , 2 115 , - , - , - , - , 1 860 
200801,SECHURA, 7 276 , 930 , 2 339 , 3 843 , 5 608 , 6 281 , 5 269 , 5 306 , 6 973 , 5 814 , 7 819 , 5 553 , 10 851 , 10 681 , 15 930 , 16 384 , 23 391 , 20 330 , - , - , 11 957 , 2 443 
200802,BELLAVISTA DE LA UNION, 3 693 , - , - , - , 1 023 , 930 , 2 339 , 930 , 1 958 , - , - , 930 , 3 038 , - , 2 121 , - , - , - , - , - , - , - 
200803,BERNAL, 3 930 , - , - , - , 930 , - , 2 364 , 2 263 , 2 415 , 3 965 , 930 , - , - , 2 100 , 5 229 , - , - , - , - , - , - , 1 023 
200804,CRISTO NOS VALGA, - , - , - , - , - , - , 3 140 , 1 228 , 1 023 , - , - , - , - , - , - , - , - , - , - , - , - , - 
200805,VICE, - , 930 , 9 765 , 6 559 , 16 976 , 12 855 , 8 991 , 5 838 , 4 553 , 4 275 , 5 038 , 3 915 , 4 235 , 3 229 , 2 813 , - , - , - , - , - , - , 977 
200806,RINCONADA LLICUAR, 1 123 , - , - , 4 500 , 1 096 , 1 151 , 3 234 , - , 2 153 , 1 184 , - , - , 1 593 , - , 2 508 , - , - , - , - , - , - , - 
210101,PUNO, 4 005 , 2 312 , 4 299 , 2 504 , 2 904 , 4 785 , 4 696 , 3 819 , 4 867 , 3 241 , 5 391 , 4 734 , 6 020 , 6 914 , 7 739 , 4 894 , 7 624 , 6 418 , 7 016 , 1 678 , 10 112 , 3 481 
210102,ACORA, - , - , - , - , - , - , 1 860 , 1 193 , 2 554 , 1 287 , 5 684 , - , 2 498 , 2 010 , 2 215 , - , - , - , - , - , - , 930 
210103,AMANTANI, - , - , - , - , - , 2 085 , 5 180 , - , 3 650 , - , - , - , - , - , - , - , - , - , - , - , - , - 
210104,ATUNCOLLA, - , - , - , - , - , 1 860 , 1 860 , - , 1 860 , 930 , 930 , 930 , 957 , - , 2 250 , - , - , - , - , - , - , - 
210105,CAPACHICA, - , - , - , 1 683 , 3 714 , 2 721 , 4 086 , - , 1 493 , 2 385 , 1 302 , - , - , - , 1 750 , - , - , - , - , - , - , - 
210106,CHUCUITO, - , - , - , - , 1 023 , - , 2 457 , - , 3 890 , - , - , 1 107 , 1 805 , 948 , 2 567 , - , - , - , - , - , - , - 
210107,COATA, - , - , - , - , - , 620 , 620 , - , 3 044 , - , - , 2 862 , - , - , - , - , - , - , - , - , - , - 
210108,HUATA, - , - , - , - , - , - , - , - , 1 023 , - , - , - , - , - , - , - , - , - , - , - , - , - 
210109,MAÑAZO, - , - , - , 2 288 , 2 949 , 4 616 , 5 802 , 1 524 , 3 492 , 4 736 , 5 381 , 8 672 , 13 943 , 10 308 , 13 907 , - , - , - , - , - , - , 1 358 
210110,PAUCARCOLLA, - , - , - , - , - , - , 1 953 , 1 393 , 4 675 , 1 708 , - , - , - , - , - , - , 2 125 , - , - , - , - , - 
210111,PICHACANI, - , - , 1 093 , - , - , - , 2 262 , - , 4 436 , 465 , 3 983 , 2 507 , 4 860 , - , - , - , - , - , - , - , - , - 
210112,PLATERIA, 862 , - , - , 3 655 , 1 456 , 1 527 , 4 005 , 4 806 , 1 652 , 2 509 , 2 123 , 4 489 , 5 214 , 1 000 , 3 333 , - , - , - , - , - , - , - 
210113,SAN ANTONIO /1, - , - , - , - , 2 960 , 1 659 , 5 133 , 3 500 , 6 294 , - , - , 1 417 , 11 745 , 4 783 , 15 853 , - , - , - , - , - , - , - 
210114,TIQUILLACA, - , - , - , - , - , - , - , 1 043 , 1 051 , - , - , - , 1 023 , - , - , - , - , - , - , - , - , - 
210115,VILQUE, - , - , - , - , 1 200 , 1 995 , 4 113 , - , 1 689 , - , 1 051 , - , 1 787 , - , - , - , - , - , - , - , - , - 
210201,AZANGARO, - , - , - , 2 687 , 3 506 , 1 520 , 4 577 , 3 724 , 5 007 , 4 673 , 6 883 , 3 243 , 5 360 , 5 383 , 6 776 , - , - , 2 669 , - , - , - , 930 
210203,ARAPA, - , - , - , - , - , - , 3 445 , - , 2 194 , 930 , - , 930 , 2 948 , - , 1 765 , - , - , - , - , 4 917 , - , - 
210204,ASILLO, - , - , - , - , - , - , 2 388 , 1 465 , 3 516 , 2 095 , 3 113 , 2 059 , 6 863 , 1 014 , 1 535 , - , - , - , - , - , - , - 
210205,CAMINACA, - , - , - , - , - , - , 2 803 , - , 1 000 , - , - , - , - , - , - , - , - , - , - , - , - , 930 
210206,CHUPA, - , - , - , - , 1 283 , 2 825 , 1 986 , 4 019 , 2 808 , - , - , 667 , - , - , - , - , - , - , - , - , - , - 
210207,JOSE DOMINGO CHOQUEHUANCA, - , - , - , - , 1 315 , - , 4 654 , 3 863 , - , 2 025 , - , - , 930 , - , - , - , - , - , - , - , - , - 
210208,MUÑANI, - , - , - , 2 909 , 2 763 , 1 454 , 1 992 , 930 , 2 383 , 2 565 , - , 3 402 , 5 353 , - , 4 326 , - , - , - , - , - , - , - 
210209,POTONI, - , - , - , - , - , - , 4 449 , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
210210,SAMAN, - , - , - , - , - , 930 , 1 860 , 1 860 , 2 031 , 930 , - , - , 1 860 , - , 1 966 , - , 930 , - , - , - , - , - 
210211,SAN ANTON, - , - , - , - , - , 3 926 , 3 442 , - , 4 085 , 3 733 , 2 593 , 4 367 , 5 487 , 1 200 , 8 275 , - , - , - , - , - , - , 930 
210212,SAN JOSE, - , - , - , - , - , - , 2 030 , 930 , - , - , 930 , - , - , - , - , - , - , - , - , - , - , 930 
210214,SANTIAGO DE PUPUJA, - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
210215,TIRAPATA, - , - , - , - , - , 930 , 3 668 , - , - , - , - , - , 93 452 , 7 715 , 9 628 , - , - , - , - , - , - , - 
210301,MACUSANI, 1 047 , 930 , - , 558 , 2 235 , 2 298 , 4 046 , 3 726 , 5 246 , 4 521 , 6 749 , 4 614 , 7 603 , 8 927 , 6 142 , - , - , 10 593 , - , - , - , 1 418 
210302,AJOYANI, 930 , - , - , - , 1 754 , 930 , 5 212 , 1 326 , 6 078 , 3 630 , 1 313 , - , 6 109 , - , 1 000 , - , - , - , - , - , - , - 
210303,AYAPATA, 930 , - , - , - , 1 860 , 1 860 , 2 969 , 1 875 , 2 627 , 3 390 , 4 075 , 3 025 , 2 891 , 3 469 , 3 707 , - , 4 914 , - , - , - , - , - 
210304,COASA, - , - , 930 , 2 754 , 1 860 , 1 860 , 2 857 , 2 289 , 2 128 , 1 860 , 930 , 1 940 , 2 141 , 930 , - , - , - , - , - , - , - , 930 
210305,CORANI, 4 952 , - , - , - , - , 2 023 , 5 540 , 2 850 , 5 987 , - , 3 576 , 4 093 , 5 118 , 6 124 , 18 772 , - , 4 797 , - , - , - , - , - 
210306,CRUCERO, 930 , - , 930 , 1 860 , 930 , 2 790 , 2 782 , 1 860 , 2 795 , - , 1 983 , 2 227 , 2 086 , 2 539 , 930 , - , - , - , - , - , - , 1 860 
210307,ITUATA  2/, 1 860 , - , 930 , 1 875 , 2 885 , 2 890 , 2 816 , 2 790 , 3 134 , 930 , - , 1 354 , 6 500 , 2 913 , 1 510 , - , - , - , - , - , - , - 
210308,OLLACHEA, 20 949 , - , - , 2 119 , 2 827 , 3 587 , 5 602 , 4 575 , 6 563 , 3 947 , 3 377 , 2 905 , 3 811 , 6 933 , 11 862 , 4 938 , 10 610 , - , - , - , - , - 
210309,SAN GABAN, 5 768 , - , 3 590 , 2 222 , 4 834 , 5 987 , 6 680 , 5 597 , 8 411 , 4 613 , 11 212 , 7 707 , 12 893 , 9 120 , 20 098 , - , 11 429 , - , - , - , - , 3 719 
210310,USICAYOS, - , - , - , - , - , - , 2 790 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
210401,JULI, 930 , - , 930 , 465 , - , 930 , 2 327 , 1 061 , 5 337 , 930 , 3 599 , 4 022 , 6 126 , 5 889 , 3 509 , - , - , 930 , - , - , - , 930 
210402,DESAGUADERO, - , - , - , 1 771 , 3 036 , 2 706 , 4 000 , 2 682 , 4 846 , 2 608 , 6 818 , 7 728 , 8 663 , 7 423 , 5 717 , - , 2 890 , - , - , 1 518 , - , 1 730 
210403,HUACULLANI, - , - , - , - , - , - , 4 274 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
210404,KELLUYO, - , - , - , - , 930 , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
210406,POMATA, - , - , - , - , - , 1 628 , 3 242 , - , 3 502 , 3 072 , 2 219 , 2 448 , 1 885 , 2 500 , - , - , 465 , - , - , - , - , - 
210407,ZEPITA, - , - , - , - , 930 , 2 826 , 3 216 , - , 930 , - , - , 1 965 , 1 093 , - , - , - , - , - , - , - , - , - 
210501,ILAVE, 1 383 , 1 067 , 2 291 , 3 478 , 3 328 , 4 804 , 4 372 , 4 227 , 4 948 , 2 993 , 7 381 , 5 220 , 6 826 , 8 538 , 5 912 , 930 , 1 050 , 2 010 , - , - , 2 000 , 7 252 
210503,PILCUYO, - , - , - , - , - , - , 930 , - , 1 380 , - , - , - , 3 633 , - , - , - , - , - , - , - , - , - 
210504,SANTA ROSA, - , - , - , - , 1 908 , - , 3 887 , 1 156 , 7 650 , - , - , 2 693 , 2 871 , 1 500 , 5 366 , - , - , - , - , - , - , - 
210505,CONDURIRI, - , - , - , - , - , - , - , - , 1 859 , - , - , - , - , - , - , - , - , - , - , - , - , - 
210601,HUANCANE, 1 755 , - , - , - , - , 930 , 3 089 , 2 234 , 3 645 , 4 452 , 4 906 , 3 826 , 5 325 , 4 980 , 3 070 , 1 593 , - , - , - , - , - , 930 
210602,COJATA, - , - , - , - , - , - , 2 790 , - , - , - , - , 533 , - , - , - , - , - , - , - , - , - , - 
210604,INCHUPALLA, - , - , - , - , - , - , 930 , 930 , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - 
210605,PUSI, - , - , - , - , - , - , 1 869 , 1 758 , 2 159 , 930 , 930 , 1 500 , - , - , - , - , - , - , - , - , - , - 
210607,TARACO, - , - , - , - , - , 1 876 , 3 434 , 930 , 2 840 , 1 703 , 1 860 , 1 293 , 1 125 , 930 , 1 442 , - , - , - , - , - , - , 1 150 
210608,VILQUE CHICO, - , - , - , - , - , - , 6 199 , - , 2 880 , - , - , - , - , - , - , - , - , - , - , - , - , - 
210701,LAMPA, - , - , - , - , - , 930 , 2 005 , - , 2 318 , 1 860 , 1 200 , 930 , 1 930 , 586 , 2 386 , - , - , - , - , - , 2 000 , - 
210702,CABANILLA, - , - , - , - , - , - , 930 , - , 862 , - , - , - , 2 795 , - , - , - , - , - , - , - , - , - 
210703,CALAPUJA, - , - , 1 014 , - , - , - , 2 790 , 3 167 , 1 870 , 2 130 , 930 , 930 , 3 086 , - , 1 860 , - , - , - , - , - , - , - 
210704,NICASIO, - , - , - , - , - , - , 675 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
210705,OCUVIRI, - , 930 , - , - , - , - , 5 278 , 3 452 , 5 081 , - , 3 685 , 3 697 , 6 418 , 3 751 , 9 147 , - , - , 6 847 , - , - , - , 2 355 
210706,PALCA, - , - , - , - , - , - , 1 837 , - , - , - , 2 816 , - , 2 704 , 2 883 , 11 830 , - , - , - , - , - , - , - 
210707,PARATIA, 930 , - , - , - , 2 093 , 1 388 , 4 511 , - , 2 501 , - , - , - , 3 473 , 3 710 , 11 397 , - , - , - , - , - , - , - 
210708,PUCARA, - , - , - , - , - , - , 930 , - , 2 679 , - , 930 , - , - , - , 12 228 , - , - , - , - , - , - , - 
210709,SANTA LUCIA, 1 452 , - , 2 042 , 2 057 , 3 207 , 2 916 , 5 048 , 2 686 , 3 649 , 1 628 , 2 241 , 3 275 , 6 981 , 8 980 , 11 066 , - , - , - , - , - , - , - 
210710,VILAVILA, - , - , - , - , 930 , 1 860 , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
210801,AYAVIRI, 1 983 , 3 043 , 1 500 , 2 715 , 3 811 , 2 069 , 4 594 , 3 462 , 5 283 , 11 341 , 8 265 , 3 377 , 7 806 , 6 825 , 17 102 , 16 548 , - , - , - , - , - , 1 041 
210802,ANTAUTA, 4 926 , 1 238 , 3 524 , 6 360 , 4 196 , 5 562 , 6 289 , 12 776 , 11 011 , 9 075 , 14 868 , 8 850 , 15 734 , 13 736 , 24 749 , 14 345 , 17 598 , 23 364 , - , - , - , 5 671 
210804,LLALLI, 1 000 , - , - , 1 053 , 2 731 , 1 272 , 4 388 , 6 478 , 5 020 , 1 776 , - , - , 10 843 , 2 800 , 4 724 , - , - , - , - , - , - , - 
210806,NUÑOA, 2 792 , - , - , 2 383 , 2 508 , 4 489 , 2 526 , 2 422 , 2 146 , 1 066 , - , - , - , 2 367 , 2 944 , - , - , - , - , - , - , - 
210807,ORURILLO, - , - , - , - , - , - , 1 766 , - , 1 023 , - , 930 , - , - , - , 3 704 , - , - , - , - , - , - , - 
210808,SANTA ROSA, 1 200 , - , - , - , 1 860 , 1 864 , 2 382 , 1 400 , 2 246 , - , 1 493 , 930 , 4 463 , 2 177 , - , - , - , - , - , - , - , - 
210809,UMACHIRI, - , - , - , - , - , - , 1 002 , 930 , - , - , - , 2 038 , - , - , - , - , - , - , - , - , - , - 
210901,MOHO, - , - , - , - , - , - , 1 980 , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
210902,CONIMA, - , - , - , - , - , - , 2 306 , 861 , - , - , - , - , - , - , - , - , 2 366 , - , - , - , - , 930 
211001,PUTINA, - , 930 , - , - , 930 , 930 , 3 036 , 3 212 , 3 986 , 1 776 , 2 961 , 2 032 , 4 240 , - , 4 363 , - , - , - , - , - , - , - 
211002,ANANEA, 7 367 , 7 918 , 1 163 , 6 888 , 8 291 , 6 625 , 6 858 , 6 250 , 6 666 , 7 345 , 5 595 , 4 771 , 5 953 , 5 753 , 7 267 , - , 6 502 , 2 397 , - , - , - , 7 268 
211004,QUILCAPUNCU, - , - , - , - , - , - , 2 163 , - , 930 , 1 860 , - , - , - , - , - , - , - , - , - , - , - , - 
211005,SINA, - , - , - , - , - , - , 2 901 , - , 2 331 , 2 293 , 2 500 , - , 6 297 , 5 020 , 5 000 , - , - , - , - , - , - , - 
211101,JULIACA, 3 704 , 2 653 , 4 686 , 3 896 , 3 333 , 3 287 , 3 942 , 3 981 , 4 578 , 4 031 , 5 955 , 4 757 , 6 087 , 6 665 , 6 103 , 7 151 , 7 984 , 7 896 , 1 661 , 3 855 , 11 423 , 4 241 
211102,CABANA, - , - , - , - , 930 , 930 , 5 620 , 1 951 , 1 552 , 1 840 , 930 , 1 381 , 3 121 , 2 573 , 3 283 , - , - , - , - , - , - , 4 225 
211103,CABANILLAS, - , - , - , - , 1 023 , - , 5 694 , 4 283 , 5 434 , 2 131 , 2 214 , 1 149 , 6 775 , 5 316 , 4 558 , 4 075 , 8 186 , - , - , - , - , - 
211104,CARACOTO, - , - , - , - , 1 046 , 1 886 , 4 895 , 5 338 , 4 478 , 4 986 , 5 875 , 5 132 , 6 581 , 9 331 , 11 815 , 6 460 , 6 093 , 39 074 , - , - , - , 733 
211105,SAN MIGUEL, 1 860 , - , - , 3 808 , 2 283 , 5 502 , 4 225 , 4 194 , 4 296 , 2 887 , 1 527 , 3 911 , 3 286 , 2 929 , 4 347 , - , 465 , 1 358 , - , - , - , - 
211201,SANDIA, 1 210 , - , 2 391 , 1 011 , 1 500 , 2 492 , 3 032 , 3 111 , 3 823 , 2 763 , 3 282 , 4 265 , 2 748 , 4 925 , 2 947 , - , - , - , - , - , - , - 
211202,CUYOCUYO, - , - , - , - , 1 000 , - , 3 564 , 1 200 , 2 099 , - , - , 1 848 , 5 278 , 2 417 , - , - , - , - , - , - , - , - 
211203,LIMBANI, 1 395 , - , - , 930 , 2 851 , 2 790 , 2 820 , 1 860 , 1 860 , 930 , - , 930 , 465 , - , - , - , - , - , - , - , - , 1 860 
211204,PATAMBUCO, 930 , - , - , - , 930 , 930 , 2 979 , 3 205 , 1 907 , - , 2 343 , - , 930 , - , 3 460 , - , - , - , - , - , - , - 
211205,PHARA, 2 319 , 1 060 , 986 , 2 001 , 3 098 , 2 872 , 2 943 , 1 918 , 2 814 , 3 155 , 930 , 2 630 , 2 228 , - , 930 , - , - , - , - , - , - , 1 860 
211206,QUIACA, - , - , - , - , 1 200 , - , 3 581 , 3 413 , 7 249 , - , 5 965 , 3 113 , 16 554 , 2 764 , 9 636 , - , - , - , - , - , - , - 
211207,SAN JUAN DEL ORO, - , - , - , - , - , - , 1 761 , 2 479 , 3 040 , - , - , 1 043 , 1 396 , 4 286 , 2 713 , - , - , - , - , - , - , - 
211208,YANAHUAYA, - , - , - , - , - , - , 2 132 , 2 305 , 930 , 927 , - , 1 030 , 6 200 , - , - , - , - , - , - , - , - , 645 
211209,ALTO INAMBARI, 897 , 930 , - , 1 860 , 2 798 , 2 795 , 2 863 , 2 800 , 2 797 , 1 860 , 930 , 1 841 , 1 195 , - , - , - , - , - , - , - , - , - 
211210,SAN PEDRO DE PUTINA PUNCO, - , - , - , - , - , - , 1 824 , 2 668 , 2 572 , - , 1 827 , - , 1 483 , - , - , - , - , - , - , - , - , - 
211301,YUNGUYO, 1 180 , - , - , - , - , - , 2 202 , 1 740 , 5 768 , 1 607 , 5 463 , 3 090 , 5 738 , 4 958 , 7 320 , - , 2 488 , - , - , - , - , - 
211304,CUTURAPI, - , - , - , - , - , - , - , - , - , 1 023 , - , - , - , - , - , - , - , - , - , - , - , - 
220101,MOYOBAMBA, 2 147 , 1 860 , 3 319 , 3 519 , 3 053 , 3 507 , 3 505 , 4 180 , 4 157 , 3 585 , 5 155 , 4 478 , 5 439 , 6 084 , 7 130 , 7 050 , 3 999 , 5 754 , - , 2 318 , 2 495 , 3 942 
220102,CALZADA, 2 087 , - , 1 526 , 4 202 , 2 519 , 3 838 , 4 072 , 1 304 , 5 933 , 1 622 , 3 015 , 3 332 , 8 723 , 6 458 , 9 248 , - , 9 939 , 24 534 , - , - , - , 2 992 
220103,HABANA, 1 160 , - , - , 930 , 2 141 , 2 090 , 3 304 , - , 1 439 , - , 2 551 , - , 1 044 , - , - , - , - , - , - , - , - , - 
220104,JEPELACIO, - , - , - , - , - , - , 2 851 , - , 1 000 , - , - , 1 200 , 974 , - , - , - , - , - , - , - , - , - 
220105,SORITOR, - , - , - , - , 5 386 , 3 959 , 3 692 , 2 594 , 3 655 , 1 860 , 3 819 , 3 866 , 5 172 , 4 319 , 3 930 , - , - , - , - , 930 , 2 000 , 930 
220106,YANTALO, - , - , - , 1 243 , 1 901 , 1 850 , 2 151 , 868 , 930 , - , - , - , - , 1 245 , - , - , - , - , - , - , - , - 
220201,BELLAVISTA, 3 120 , 845 , 1 683 , 2 819 , 3 645 , 3 245 , 3 796 , 2 450 , 4 144 , 4 282 , 9 615 , 3 307 , 4 528 , 12 017 , 13 925 , - , - , - , - , - , - , 2 089 
220202,ALTO BIAVO, - , - , - , - , - , - , 2 767 , - , 1 180 , - , - , - , - , - , - , - , - , - , - , - , - , - 
220203,BAJO BIAVO, 1 220 , 930 , - , 1 513 , 2 461 , 1 512 , 3 385 , 4 426 , 4 689 , - , 2 666 , 930 , 3 339 , - , - , - , - , - , - , - , - , 1 000 
220204,HUALLAGA, - , - , 1 361 , 1 992 , 2 015 , 4 030 , 3 975 , 1 934 , 3 094 , 2 215 , 2 007 , - , - , - , - , - , - , - , - , - , - , - 
220205,SAN PABLO, - , - , - , - , - , - , 1 953 , - , 1 860 , - , - , - , 864 , - , 930 , - , - , - , - , - , - , - 
220206,SAN RAFAEL, 3 818 , - , - , 1 301 , 2 482 , 2 574 , 3 963 , 2 381 , 4 180 , 1 374 , 2 759 , 3 734 , 5 223 , 8 306 , 6 985 , - , - , 2 278 , - , - , - , 930 
